Contract,Rate Card,Project Title,Job Title,Line Item Type,Qty
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000204402936,CI-01-01-01 - Pipe Proving in Existing duct,40.00
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900720800,CI-01-01-01 - Pipe Proving in Existing duct,29.80
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900720806,CI-01-01-01 - Pipe Proving in Existing duct,100.90
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729884,CI-01-01-01 - Pipe Proving in Existing duct,7.10
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729885,CI-01-01-01 - Pipe Proving in Existing duct,59.00
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729886,CI-01-01-01 - Pipe Proving in Existing duct,14.20
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729887,CI-01-01-01 - Pipe Proving in Existing duct,14.30
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729889,CI-01-01-01 - Pipe Proving in Existing duct,29.20
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729891,CI-01-01-01 - Pipe Proving in Existing duct,20.40
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729892,CI-01-01-01 - Pipe Proving in Existing duct,20.00
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729893,CI-01-01-01 - Pipe Proving in Existing duct,50.00
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729894,CI-01-01-01 - Pipe Proving in Existing duct,27.00
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729895,CI-01-01-01 - Pipe Proving in Existing duct,39.50
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729896,CI-01-01-01 - Pipe Proving in Existing duct,13.00
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729897,CI-01-01-01 - Pipe Proving in Existing duct,27.00
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729898,CI-01-01-01 - Pipe Proving in Existing duct,24.10
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729899,CI-01-01-01 - Pipe Proving in Existing duct,14.00
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729901,CI-01-01-01 - Pipe Proving in Existing duct,18.60
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729902,CI-01-01-01 - Pipe Proving in Existing duct,36.10
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729903,CI-01-01-01 - Pipe Proving in Existing duct,30.40
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729904,CI-01-01-01 - Pipe Proving in Existing duct,38.00
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729905,CI-01-01-01 - Pipe Proving in Existing duct,15.00
Downer - ODM,Downer - ODM Rate Card,2CAS-04,N2P-2CAS-04-10 | 000000000900729906,CI-01-01-01 - Pipe Proving in Existing duct,22.10
